i,j,n_i,n_j,n_pairs_used,d_ij,cos_ij,cos_dist,med_T_sim,med_T_dist
0,1,200,200,40000,32.112497052597526,0.06443095764336679,0.9355690423566332,0.42168674698795183,0.5783132530120482
0,2,200,200,40000,34.22249935091296,-0.0773744734780793,1.0773744734780792,0.43157894736842106,0.5684210526315789
0,3,200,200,40000,33.87715883785655,-0.06107849620566385,1.0610784962056639,0.44155844155844154,0.5584415584415585
0,4,200,200,40000,33.81886161026343,-0.06027335738315076,1.0602733573831506,0.3939393939393939,0.6060606060606061
0,5,200,200,40000,33.06495678987908,-0.020269663883847374,1.0202696638838473,0.42528735632183906,0.5747126436781609
0,6,200,200,40000,31.48849266125476,0.07165355986591784,0.9283464401340822,0.4020618556701031,0.5979381443298969
0,7,200,200,40000,34.0417102282007,-0.08808444972446762,1.0880844497244677,0.42857142857142855,0.5714285714285714
0,8,200,200,40000,31.20930998421394,0.08287797004273384,0.9171220299572662,0.42574257425742573,0.5742574257425743
0,9,200,200,40000,33.32626405708598,-0.048945477411540296,1.0489454774115403,0.4387755102040816,0.5612244897959184
0,10,200,200,40000,31.796860212094987,0.044197773689053275,0.9558022263109467,0.42045454545454547,0.5795454545454546
0,11,200,200,40000,32.719530420774866,-0.016861476441624012,1.016861476441624,0.40625,0.59375
0,12,200,200,40000,33.810516851405126,-0.08635894464957271,1.0863589446495727,0.3978494623655914,0.6021505376344086
0,13,200,200,40000,33.01070437892395,-0.03897260351882236,1.0389726035188223,0.36470588235294116,0.6352941176470588
0,14,200,200,40000,33.482082394521164,-0.0703134540159124,1.0703134540159125,0.4117647058823529,0.5882352941176471
0,15,200,200,40000,32.824827901693816,-0.03268676296049341,1.0326867629604934,0.3880597014925373,0.6119402985074627
0,16,200,200,40000,31.46392258820118,0.048594028209568145,0.9514059717904318,0.4375,0.5625
0,17,200,200,40000,32.21520922470165,8.193640129572166e-05,0.9999180635987043,0.3974358974358974,0.6025641025641026
0,18,200,200,40000,32.177045237293896,0.0007139112798181679,0.9992860887201819,0.36082474226804123,0.6391752577319587
0,19,200,200,40000,30.522667707908234,0.09794292416846682,0.9020570758315332,0.391304347826087,0.6086956521739131
0,20,200,200,40000,33.02242027332823,-0.05962781723460979,1.0596278172346099,0.4077669902912621,0.5922330097087378
0,21,200,200,40000,31.74205095109506,0.019853810120465568,0.9801461898795344,0.4444444444444444,0.5555555555555556
0,22,200,200,40000,33.06426515441989,-0.06569892806364551,1.0656989280636455,0.4157303370786517,0.5842696629213483
0,23,200,200,40000,31.70523378663582,0.014138782304998376,0.9858612176950017,0.43478260869565216,0.5652173913043479
0,24,200,200,40000,31.882894336198337,0.00031039340053453106,0.9996896065994655,0.4044943820224719,0.5955056179775281
0,25,200,200,40000,32.04011501446501,-0.015711614555621454,1.0157116145556215,0.43373493975903615,0.5662650602409638
0,26,200,200,40000,31.342120563394978,0.027511745232478235,0.9724882547675218,0.39473684210526316,0.6052631578947368
0,27,200,200,40000,32.57646978000963,-0.0582226917076824,1.0582226917076825,0.422680412371134,0.5773195876288659
0,28,200,200,40000,31.31622865235961,0.01564187696171613,0.9843581230382838,0.4065934065934066,0.5934065934065934
0,29,200,200,40000,30.21516277590754,0.056493493984313595,0.9435065060156864,0.3563218390804598,0.6436781609195402
1,2,200,200,40000,32.47057447449712,0.026000239877008762,0.9739997601229913,0.4019149715961151,0.5980850284038849
1,3,200,200,40000,32.943513680351685,-0.007670353335832682,1.0076703533358327,0.40860215053763443,0.5913978494623655
1,4,200,200,40000,32.56799644743092,0.012519512453557922,0.9874804875464421,0.38144329896907214,0.6185567010309279
1,5,200,200,40000,32.81255058606062,-0.00907775179220913,1.0090777517922092,0.39759036144578314,0.6024096385542168
1,6,200,200,40000,32.93879740890791,-0.020289415249805137,1.0202894152498052,0.3972602739726027,0.6027397260273972
