i,j,n_i,n_j,n_pairs_used,d_ij,cos_ij,cos_dist,med_T_sim,med_T_dist
0,1,200,200,40000,32.112497052597526,0.06443095764336683,0.9355690423566332,0.421875,0.578125
0,2,200,200,40000,34.222499350912955,-0.0773744734780793,1.0773744734780792,0.4329896907216495,0.5670103092783505
0,3,200,200,40000,33.87715883785655,-0.061078496205663864,1.0610784962056639,0.4444444444444444,0.5555555555555556
0,4,200,200,40000,33.81886161026343,-0.06027335738315076,1.0602733573831506,0.4020618556701031,0.5979381443298969
0,5,200,200,40000,33.064956789879076,-0.020269663883847374,1.0202696638838473,0.42857142857142855,0.5714285714285714
0,6,200,200,40000,31.48849266125476,0.07165355986591787,0.9283464401340822,0.3979591836734694,0.6020408163265306
0,7,200,200,40000,34.0417102282007,-0.08808444972446762,1.0880844497244677,0.4318181818181818,0.5681818181818181
0,8,200,200,40000,31.209309984213938,0.08287797004273384,0.9171220299572662,0.42424242424242425,0.5757575757575757
0,9,200,200,40000,33.32626405708597,-0.048945477411540275,1.0489454774115403,0.44871794871794873,0.5512820512820513
0,10,200,200,40000,31.796860212094984,0.044197773689053296,0.9558022263109467,0.4157303370786517,0.5842696629213483
0,11,200,200,40000,32.719530420774866,-0.01686147644162401,1.016861476441624,0.4105263157894737,0.5894736842105264
0,12,200,200,40000,33.810516851405126,-0.08635894464957272,1.0863589446495727,0.39215686274509803,0.607843137254902
0,13,200,200,40000,33.01070437892394,-0.038972603518822355,1.0389726035188223,0.375,0.625
0,14,200,200,40000,33.482082394521164,-0.07031345401591237,1.0703134540159123,0.4268292682926829,0.5731707317073171
0,15,200,200,40000,32.824827901693816,-0.03268676296049341,1.0326867629604934,0.3978494623655914,0.6021505376344086
0,16,200,200,40000,31.46392258820118,0.04859402820956814,0.9514059717904318,0.43333333333333335,0.5666666666666667
0,17,200,200,40000,32.21520922470166,8.19364012957364e-05,0.9999180635987043,0.40229885057471265,0.5977011494252873
0,18,200,200,40000,32.17704523729389,0.00071391127981816,0.9992860887201819,0.3561643835616438,0.6438356164383562
0,19,200,200,40000,30.522667707908237,0.09794292416846685,0.9020570758315332,0.4069767441860465,0.5930232558139534
