i,j,n_i,n_j,n_pairs_used,d_ij,cos_ij,cos_dist,med_T_sim,med_T_dist
0,1,200,200,40000,32.112497052597526,0.06443095764336683,0.9355690423566332,0.08,0.92
0,2,200,200,40000,34.222499350912955,-0.0773744734780793,1.0773744734780792,0.07777777777777778,0.9222222222222223
0,3,200,200,40000,33.87715883785655,-0.061078496205663864,1.0610784962056639,0.08235294117647059,0.9176470588235294
0,4,200,200,40000,33.81886161026343,-0.06027335738315076,1.0602733573831506,0.07692307692307693,0.9230769230769231
0,5,200,200,40000,33.064956789879076,-0.020269663883847374,1.0202696638838473,0.07894736842105263,0.9210526315789473
0,6,200,200,40000,31.48849266125476,0.07165355986591787,0.9283464401340822,0.07792207792207792,0.922077922077922
0,7,200,200,40000,34.0417102282007,-0.08808444972446762,1.0880844497244677,0.0784313725490196,0.9215686274509804
0,8,200,200,40000,31.209309984213938,0.08287797004273384,0.9171220299572662,0.07777777777777778,0.9222222222222223
0,9,200,200,40000,33.32626405708597,-0.048945477411540275,1.0489454774115403,0.07920792079207921,0.9207920792079208
0,10,200,200,40000,31.796860212094984,0.044197773689053296,0.9558022263109467,0.08,0.92
0,11,200,200,40000,32.719530420774866,-0.01686147644162401,1.016861476441624,0.08,0.92
0,12,200,200,40000,33.810516851405126,-0.08635894464957272,1.0863589446495727,0.0784313725490196,0.9215686274509804
0,13,200,200,40000,33.01070437892394,-0.038972603518822355,1.0389726035188223,0.07407407407407407,0.9259259259259259
0,14,200,200,40000,33.482082394521164,-0.07031345401591237,1.0703134540159123,0.07446808510638298,0.925531914893617
0,15,200,200,40000,32.824827901693816,-0.03268676296049341,1.0326867629604934,0.07692307692307693,0.9230769230769231
0,16,200,200,40000,31.46392258820118,0.04859402820956814,0.9514059717904318,0.07766990291262135,0.9223300970873787
0,17,200,200,40000,32.21520922470166,8.19364012957364e-05,0.9999180635987043,0.07692307692307693,0.9230769230769231
0,18,200,200,40000,32.17704523729389,0.00071391127981816,0.9992860887201819,0.07462686567164178,0.9253731343283582
0,19,200,200,40000,30.522667707908237,0.09794292416846685,0.9020570758315332,0.0761904761904762,0.9238095238095239
0,20,200,200,40000,33.02242027332822,-0.059627817234609755,1.0596278172346099,0.07894736842105263,0.9210526315789473
0,21,200,200,40000,31.742050951095067,0.01985381012046557,0.9801461898795344,0.07526881720430108,0.9247311827956989
0,22,200,200,40000,33.06426515441989,-0.06569892806364551,1.0656989280636455,0.07954545454545454,0.9204545454545454
0,23,200,200,40000,31.705233786635816,0.01413878230499838,0.9858612176950016,0.07865168539325842,0.9213483146067416
0,24,200,200,40000,31.882894336198344,0.0003103934005345252,0.9996896065994655,0.07692307692307693,0.9230769230769231
0,25,200,200,40000,32.04011501446501,-0.015711614555621443,1.0157116145556215,0.07777777777777778,0.9222222222222223
0,26,200,200,40000,31.342120563394978,0.027511745232478246,0.9724882547675218,0.07476635514018691,0.9252336448598131
0,27,200,200,40000,32.57646978000963,-0.058222691707682364,1.0582226917076825,0.075,0.925
0,28,200,200,40000,31.31622865235961,0.01564187696171613,0.9843581230382838,0.07216494845360824,0.9278350515463918
0,29,200,200,40000,30.21516277590754,0.05649349398431359,0.9435065060156864,0.07228915662650602,0.927710843373494
1,2,200,200,40000,32.47057447449712,0.02600023987700877,0.9739997601229913,0.07777777777777778,0.9222222222222223
1,3,200,200,40000,32.94351368035168,-0.007670353335832694,1.0076703533358327,0.08163265306122448,0.9183673469387755
1,4,200,200,40000,32.56799644743092,0.012519512453557917,0.9874804875464421,0.078125,0.921875
1,5,200,200,40000,32.812550586060624,-0.009077751792209116,1.0090777517922092,0.07954545454545454,0.9204545454545454
1,6,200,200,40000,32.93879740890791,-0.02028941524980515,1.0202894152498052,0.08045977011494253,0.9195402298850575
1,7,200,200,40000,32.225977311094546,0.020736711165458683,0.9792632888345413,0.07936507936507936,0.9206349206349207
1,8,200,200,40000,32.414287469274534,0.006311110897947679,0.9936888891020523,0.07865168539325842,0.9213483146067416
1,9,200,200,40000,32.155154552124735,0.01928239756240623,0.9807176024375938,0.08,0.92
1,10,200,200,40000,32.36601967145782,0.00530282582801803,0.994697174171982,0.08139534883720931,0.9186046511627907
1,11,200,200,40000,32.83590611724316,-0.0286120698061082,1.0286120698061083,0.08139534883720931,0.9186046511627907
1,12,200,200,40000,33.0058537832845,-0.03974547664465373,1.0397454766446537,0.08064516129032258,0.9193548387096774
1,13,200,200,40000,32.65297392357792,-0.021024027886782953,1.021024027886783,0.07692307692307693,0.9230769230769231
1,14,200,200,40000,33.89499443910286,-0.10173801370421887,1.1017380137042188,0.07526881720430108,0.9247311827956989
1,15,200,200,40000,31.95506062033798,0.017065264657091905,0.9829347353429081,0.08,0.92
1,16,200,200,40000,31.850539002449345,0.020673924796104512,0.9793260752038955,0.07777777777777778,0.9222222222222223
1,17,200,200,40000,32.481335765827666,-0.02107383688085234,1.0210738368808523,0.07865168539325842,0.9213483146067416
